2025-06-21 06:10:12,555 - result - CRITICAL - LLM: gpt-4.1-nano
2025-06-21 06:10:12,555 - result - CRITICAL - Mode: Solo
2025-06-21 06:10:12,555 - result - CRITICAL - Datapoints: 500

2025-06-21 06:10:12,556 - result - CRITICAL - ESSAY SET 1:

2025-06-21 06:15:42,989 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
873   "One of the moods in the memoir was greatful. ...      4       4     0
408   "The author created a joyful mood. The author ...      2       4     2
757   "The mood created in ""Narciso Rodriguez"" by ...      2       4     2
658   In every paragraph in the memoir he explains h...      1       4     3
922   "In the memoir ""Narciso Rodriguez"" the mood ...      2       5     3
320   "The author created a loving and accepting moo...      4       4     0
738   "This memoir had one theme that meant many dif...      2       2     0
68    I feel like there is one main mood which is th...      3       5     2
704   "The mood created by the author in the memoir ...      1       4     3
495   "The mood created by the author in this memoir...      2       5     3
545   "The mood of the author and the memoir is grea...      2       5     3
477   "The mood created by the author in this memoir...      4       4     0
902   "The mood of the author in the memoir are grat...      2       4     2
255   The mood created by the author in the memoir i...      4       5     1
580   "The author created several different moods in...      2       4     2
411   "The mood of the author is a very gental yet v...      3       5     2
572   "In the memoir, the mood created @CAPS1 Narcis...      3       4     1
983   "In the excerpt, the author creates a loving m...      2       4     2
19    "The mood created by the author in the memoir ...      2       4     2
1082  "The author created such a specific mood for t...      2       4     2
209   "The mood of the author is happy. The mood is ...      2       5     3
295   "The mood created in The memoir was based off ...      4       4     0
438   "The mood created @CAPS1 the author in the mem...      2       4     2
203   "The mood created by the author in this memoir...      3       5     2
313   "In this memoir, the author created a proud an...      3       5     2
147   The author memoir were import to him a life me...      0       0     0
720   "The mood created by the author is loving and ...      2       4     2
635   "The author creates a peaceful mood in the mem...      3       5     2
149   The mood created by the author of the memoir w...      1       4     3
1016  "In the memoir, ""Narciso Rodriguez"" the @CAP...      3       4     1
482   "The mood created by the author in. the memoir...      2       3     1
499   "In the memoir ""Narciso Rodriguez from Home: ...      2       4     2
534   "@PERSON1 uses a very happy tone and mood when...      3       5     2
470   "The mood created by the author in the memoir ...      2       4     2
993   The mood in the @CAPS1 is happy. Happy because...      1       4     3
167   "Narciso Rodriguez creates a very humble, cari...      3       5     2
943   The mood created by the author was a very uniq...      2       4     2
248   "The mood in this memoir changes throughout th...      3       4     1
685   "The mood set by the author is thankful. The a...      3       4     1
18    "In the memoir, Narciso Rodriguez, the mood cr...      3       5     2
135   "In the excerpt Narciso Rodriguez from Home: T...      4       4     0
810   "The @CAPS1 is trying to make the reader under...      3       4     1
930   "In the memoir Narciso Rodriguez from Home: Th...      2       4     2
86    "The author, Narciso Rodriguez, created a cear...      2       4     2
162   "When I read ""Narciso Rodriguez"" I thought t...      3       4     1
561   The mood created by the memoir is exciting bec...      1       4     3
88    "The mood created by the auther in the memoir ...      2       4     2
270   "The mood in the memoir represents friendship,...      2       4     2
557   "I think in my opion is that the author was ve...      1       2     1
407   "In this memoir, there is more than one mood. ...      3       4     1
1025  "The mood by the author by his memory was happ...      3       3     0
537   the mood givin by the @CAPS1 (In My prospectiv...      1       2     1
14    "In the memoir from: Home The Blueprints of Ou...      2       5     3
577   "In the memoir, ""Home: The Blueprints of Our ...      3       4     1
660   The mood created by the turdison of Cuban. Eve...      0       0     0
13    "In this memoir the mood created by the author...      3       5     2
737   "The mood That is created by the @CAPS1 In The...      1       0    -1
828   "The mood about the @CAPS1's memoir is his hap...      1       4     3
456   "This memoir creates a peacefull mood. It is t...      3       5     2
813   "A) The mood that was created in this memoir w...      1       0    -1
500   "The mood created by the story could be descri...      2       4     2
633   "In Narciso Rodriguez from: The Blueprints of ...      4       4     0
223   "His mood was happiness. Being with his family...      1       4     3
727   "The @CAPS2 had many mood in the memoir. The m...      2       5     3
242   "He creates a calming outgoing mood for the @C...      2       4     2
257   "Nacisco was happy of what she had, even thoug...      4       5     1
821   "The mood in this memoir is very happy and upl...      2       4     2
638   "It was a very high up, cheerful mood. It made...      2       5     3
949   "Throughout this memoir a very important mood ...      4       5     1
852   "This memoir by Narciso Rodriguez has a gratef...      4       5     1
888   "In ""Narciso Rodriguez"" by Narciso Rodriguez...      4       4     0
110   "In this memoir, the mood is very pleasant and...      2       4     2
1068  The mood that the author created in the memior...      2       4     2
585   "The mood created in the memoir is very loving...      3       7     4
832   "The mood created by the author in the memoir ...      2       4     2
642   "The mood that the author was portraying in th...      2       4     2
1014  "In the memoir ""Narciso Rodriguez"" by Narcis...      3       4     1
366   "In Narciso Rodriguez's memoir, the mood and f...      3       5     2
460   "The mood in the memoir, which the author is t...      2       5     3
304   The author was gratefull. His parents moved to...      2       4     2
109   "I think the mood of the story is being gratef...      2       4     2
907   "The mood of this article created by Narciso R...      2       4     2
481   "The mood created by Narciso Rodriguez in this...      2       4     2
843   The @CAPS1 mood in this memoir is loving and t...      2       4     2
127   "Based on the memoir ""Narciso Rodriguez"" by ...      4       4     0
234   "I the exerpt Narciso Rodriguez from Home: The...      1       4     3
1079  "Warmth                                       ...      2       4     2
999   I feel like the mood in the memoir is being gr...      2       4     2
601   "the mood of the @CAPS1 in the article is like...      2       4     2
641   "The mood created by the author in the memoir ...      3       4     1
391   "The author created a sense of love and care i...      4       4     0
1015  "In the memoir ""Narciso Rodriguez"" he expres...      2       4     2
189   The mood is good and happy. In this artical th...      1       2     1
779   "The mood in this memoir can be described as a...      3       5     2
207   "Narciso was very grateful of his parents they...      3       5     2
730   "In the memoir ""Narciso Rodriguez"" by Narcis...      2       4     2
970   "The mood created by the author in this... mem...      2       4     2
607   "In the memoir ""Narciso Rodriguez"", from Hom...      3       4     1
653   "The mood created by the author in the memoir....      2       4     2
267   "I think the mood the author is trying to give...      2       4     2
1038  "The mood the author created in the memoir was...      3       4     1
1022  "The mood created by the author in the memoir ...      4       4     0
913   "The mood of the @CAPS1 is happy. In the memio...      3       4     1
483   "In the memoir Home: The Blueprints of Our Liv...      4       5     1
808   "The mood in ""Narciso Rodriguez"" is very war...      2       5     3
969   "In the memoir by Narciso Rodriguez, the mood ...      3       4     1
0     "The mood the author created in the memoir is ...      3       5     2
294   The mood was to show it was a comftorble feeli...      2       4     2
743   The mood in this story by Narciso Rodriguez wa...      1       2     1
719   "The mood is @CAPS1 in many ways. First, the m...      2       0    -2
300   "In the memoir Narciso Rodriguez gives her own...      2       4     2
57    "The mood created by the author in the memoir ...      4       4     0
889   "The mood  Created by the author in the memoir...      2       2     0
662   The mood created in the memoir is love and car...      2       4     2
553   "In this memoir by Narciso Rodriguez, the mood...      2       4     2
598   "In the memoir this is how the author created ...      1       4     3
435   "In this memoir about @PERSON1 the reader lear...      3       5     2
22    "The mood in the memoir is very adventorous. I...      1       4     3
587   "In the memoir the mood created by the author ...      2       4     2
188   "The mood that the author gives through out th...      2       4     2
928   "In the memior, ""Narciso Rodriguez"" form Hom...      3       5     2
787   "@ORGANIZATION1 tells the story of his childho...      3       4     1
55    "In the memoir ""Narciso Rodriguez"" from Home...      3       6     3
686   The mood that I was feeling in this passage wa...      1       4     3
871   "The authors mood in the story ""Narciso Rodri...      2       4     2
3     "The mood that the author creates in this stor...      1       0    -1
778   "The mood created by the author is touching. I...      2       4     2
921   "The mood in the memoir changes. But overall t...      3       5     2
646   "In this memoir, the author creates the mood a...      4       4     0
62    "In the memoir, ""Narciso Rodriguez"" from ""H...      2       5     3
140   "Narciso Rodriguez creates a grateful and appr...      2       4     2
43    "@PERSON1 is a short story about a boy who is ...      2       5     3
314   "In the memoir by Narciso Rodriguez, he speaks...      3       5     2
1008  "The mood created in Narciso Rodriguez's  pass...      4       5     1
197   "In @PERSON1 from: Home: The Blueprints of our...      3       5     2
293   "The mood created by the author, Narciso Rodri...      3       5     2
27    "The mood that the author of this memoir is on...      4       4     0
440   "Fashion designer Narciso Rodriguez is a firm ...      4       4     0
681   "In this memmoir of Narciso Rodriguez from Hom...      4       5     1
574   "The mood in this story is very happy. In this...      3       4     1
933   "In the memoir Narciso Rodriguez from Home: Th...      3       4     1
132   "In the memoir, Narciso Rodriguez, by Narciso ...      3       4     1
995   "In this memoir, the author creates a very uni...      4       6     2
41    "The mood created by the author is a feeling o...      3       4     1
266   "The mood created by the author in the memoir ...      4       4     0
1027  "They were different kinds of mood in this mem...      2       3     1
379   "In the memoir Narciso Rodriguez from Home: Th...      3       5     2
316   "In ""Narciso Rodriguez"" from ""Home; the @CA...      3       4     1
1047  "Home The Blueprints of our Lives is a warm tr...      3       4     1
30    "The mood of ""Narciso Rodriguez"" is @CAPS1 m...      3       4     1
696   "The mood created by @PERSON1, the author of t...      3       5     2
439   "The author's mood was wondering and near the ...      1       4     3
389   "The mood created by the author is warmth. Fir...      3       4     1
24    "In the memoir, the author creates a mood. The...      2       4     2
715   "It creates a mood of happiness ""but Cuban mu...      1       4     3
668   "There are alot of ways to describe the mood i...      4       4     0
291   "The book Home: The Blueprints of our Lives by...      3       2    -1
35    "The @CAPS1 in this memoir is joy and happines...      3       5     2
960   "When you have a loving family and a beautiful...      2       4     2
702   "In the story Narciso Rodriguez a certain mood...      3       4     1
413   "The mood created by the author was a very gra...      2       4     2
773   "The mood created by the author in the memoir ...      3       5     2
589   The mood in the passage is @CAPS1. It is @CAPS...      2       3     1
645   "The mood created by the author in the excerpt...      3       5     2
899   "The mood created by the author in the memoir ...      3       5     2
829   "I think the mood in the memoir is love. I thi...      2       4     2
998   "The mood in the memoir is about family. Your ...      1       5     4
309   "The mood of this memoir is grateful. Narciso ...      3       3     0
102   "The mood in this memoir ranges from happiness...      4       4     0
701   "In the memoir ""Narciso Rodriguez"" by Narcis...      2       4     2
332   I think it was proud mood cause she is saing w...      1       2     1
911   "In the memoir the author had a certain mood. ...      1       4     3
631   "The author's mood in this memoir is gratefuln...      3       4     1
21    "The mood that was created by the author in th...      2       5     3
155   "In this memoir the author created a mood of w...      3       4     1
198   "the @CAPS1 the author created was a warming @...      1       2     1
327   "The mood created by The author is happy and w...      2       4     2
4     "The mood in the memoir that the author create...      1       5     4
424   "What is the mood of the memoir? The mood is e...      1       4     3
956   "The mood of the memoir is very appreciative a...      4       4     0
394   I will always be gratefal to my parents for th...      1       0    -1
752   "The mood created by the author in the memoir ...      2       4     2
210   "The mood of the author in the memoir is that ...      1       3     2
301   "The authors mood was grateful and proud. He i...      1       4     3
25    "The mood that the author sets is thankfullnes...      2       4     2
383   "During Narciso's life, growing up in a small ...      3       5     2
87    "The mood in the story is very homely and happ...      3       4     1
452   "There where many different moods that the aut...      3       3     0
591   "The mood of the memoir is very warm, happy an...      4       4     0
769   "In the memoir ""Narciso Rodriguez"" from Home...      4       5     1
535   "The mood created by the author is the mood of...      4       4     0
1053  The mood was him just triing to remember all o...      1       2     1
163   "The mood created in the memoir, ""Narciso Rod...      4       4     0
195   "The mood created by the author in this memoir...      4       4     0
364   "The mood created by this author is clearly gr...      2       4     2
554   "The mood in the memoir by @PERSON1 is happy, ...      3       4     1
802   In the @ORGANIZATION1. Narciso Rodriguez tells...      2       4     2
663   "I think the mood of the memoir is comforting ...      2       4     2
1032  "The mood created by the author is a warm happ...      2       4     2
297   The mood created by the author is in the memoi...      2       4     2
734   "In the memoir ""Narciso Rodriguez"" by Narcis...      2       4     2
617   "In the memoir @PERSON1 from Home: The Bluepri...      4       4     0
69    "The mood created in the memoir ""Narciso Rodr...      1       4     3
770   "The mood created by the author in the memoir ...      2       4     2
82    "In the memoir, @PERSON1, from: Home: the blue...      4       4     0
689   "In the short story of @PERSON1, there is a ve...      2       4     2
239   "The mood that was created by the author was r...      3       3     0
548   "I feel that the mood (s) created by the autho...      3       5     2
806   "The author in the memoir tried to create a sp...      4       4     0
552   "The mood created is happiness & pride. Like i...      2       4     2
272   The mood in this memior is happiness because s...      1       4     3
204   The mood created by the author in the memoir i...      1       3     2
124   "The mood created for me in this memoin is a g...      4       5     1
20    "In the story ""Narciso Rodriguez"", the mood ...      3       5     2
898   "In the article ""Narciso Rodriguez"" the auth...      3       4     1
450   "The mood created by the author in the memoir ...      2       4     2
939   "In the memoir Narciso Rodriguez, from Home: T...      4       4     0
536   "The mood in this memoir is a very relaxed and...      3       5     2
352   "The mood created by the author in the memoir ...      2       4     2
782   "Narciso Rodriguez by Narciso Rodriguez is a m...      3       4     1
447   The mood was a little sad at certian times and...      1       2     1
990   "The mood created by the author in the memoir ...      3       4     1
880   "The mood in the memoir created by Narciso Rod...      4       4     0
5     "Describe the mood by the author in the memoir...      1       3     2
129   The story I just read was inspiring. I relized...      2       3     1
353   "Narciso Rodriguez creates a mood -- feeling, ...      3       7     4
286   "In the memoir by Narciso Rodriguez, he undoub...      3       5     2
531   "Home is where the heart is, many of said this...      3       4     1
380   "The mood created by the author in the memoir ...      3       4     1
215   "In this excerpt ""Narciso Rodriguez"" by Narc...      4       5     1
1048  "The mood in this memoir is one of gratitude. ...      2       4     2
251   "The mood created by the author was grateful a...      2       4     2
637   "There are many ways to describe the mood of t...      2       5     3
659   "The mood created by the author in this memoir...      3       4     1
410   "In the memoir the auther created the mood tha...      1       4     3
632   "I think the mood of the author is love and fa...      4       5     1
691   "In the memoirs of Narciso Rodriguez, the mood...      3       4     1
790   "The author creates moods in the memoir that s...      4       4     0
273   The mood is created by the author is how Narci...      1       4     3
54    "The @CAPS1 the author created is sentimental,...      1       4     3
1042  "The author creates a gratefull mood in the me...      3       4     1
17    "I think the mood is happy. because Spanish cu...      1       2     1
265   "I think the mood that is created by the autho...      2       4     2
387   "The mood created by the author in this memoir...      3       5     2
307   "The mood created by the author in the memoir ...      3       4     1
402   "The mood created by the author in the memoir ...      1       3     2
158   "There are many moods that the author creates ...      2       3     1
476   "The mood created by the author is @CAPS1, @CA...      2       5     3
532   "In this article the author kind of gave a bot...      2       4     2
166   "The mood created by the author in the memoir ...      2       4     2
1057  The mood of the menoir is grateful And thankfu...      1       4     3
849   "In the memoir, ""Narciso Rodriguez"" from Hom...      2       3     1
214   "In this memoir by Narciso Rodriguez, she uses...      1       4     3
178   "Within the walls of narciso, her young parent...      2       3     1
816   "I the memoir ""Narciso Rodriguez"" from Home:...      1       3     2
141   "The mood in the story was very nice. Narciso ...      3       5     2
834   "The mood of this story is happy, hopful, and ...      2       4     2
243   "on paragraph @NUM1 in the article it say's ""...      2       4     2
404   "The mood created by the author in the memoir ...      2       4     2
152   The mood from the auther her Life was very goo...      1       2     1
498   "In the excerpt ""Narciso Rodriguez"" written ...      2       5     3
372   "The mood created by the author in the memoir ...      3       5     2
512   "The mood in this selection is prode and happy...      2       4     2
962   "The ather creats mood in the memoir in soe wa...      3       4     1
503   "In this memoir, the author, Narciso Rodriguez...      3       5     2
378   "In the memoir ""@PERSON1"" by himself he crea...      3       5     2
996   "The mood created in the memoir was peacefulne...      1       4     3
971   "In the memoir, the mood that is created by au...      4       6     2
119   "The mood created by the author in the memoir,...      2       4     2
1081  "The mood created @CAPS3 the author, Narciso R...      3       4     1
184   "I particularly enjoyed this memoir. The autho...      4       4     0
729   "The mood that the author has is, and happy. I...      3       4     1
867   "In Narciso Rodriguez's memoir, the author cre...      3       4     1
1007  "In the memoir, the author describes his home ...      2       5     3
95    "In the memoir, the mood created by the author...      4       3    -1
511   In This memoir Narciso Rodriguez from Home: Th...      3       3     0
1067  The mood created by the author in the memoir i...      1       2     1
97    "The mood conveyed in the memoir is love. The ...      2       4     2
157   "Narciso Rodriguez created a caring and greatf...      4       4     0
697   "In the nonfiction memoir Narciso Rodriguez fr...      4       4     0
794   "The @CAPS1 created by the @CAPS2 is happy, @C...      2       2     0
1054  "In ""Narciso Rodriguez"" from Home: The Bluep...      3       4     1
651   "The mood created by the author in the memoir ...      3       4     1
1069  "Based on the memoir ""Narciso Rodriguez"" by ...      3       4     1
739   "The mood created by the author, Narciso Rodri...      4       5     1
910   "The mood created by the author in the memoir ...      2       4     2
168   "Narciso Rodriguez's @CAPS1 from Home: The Blu...      2       6     4
28    Happy. You should always be proud where you ca...      1       4     3
848   "The @CAPS1 made the mood in this memoir a nic...      2       4     2
428   "In this memoir the author creats a mood of gr...      2       3     1
339   "The mood created by the author in the memoir ...      3       5     2
1050  "The mood the author created in the memoir is....      3       5     2
246   "The mood of this memoir is one of love and ki...      4       4     0
466   The mood by the outhor in the memoir is it abo...      3       3     0
1001  "In the memoir the author creates a mood. Narc...      4       4     0
768   "I believe that the mood created by the author...      4       5     1
925   "In the memoir; ""@PERSON1"" from ""Home: The ...      2       5     3
303   "The mood of the memoir was heart-warming. The...      3       5     2
1013  "The mood of this memoir is that @PERSON1 is h...      3       5     2
1026  "In Narciso Rodriguez by @PERSON1, there was a...      2       4     2
861   "The author creats a mood in the memoir that i...      2       2     0
862   The mood in this article was just stunning bec...      1       4     3
412   "The memoir's mood is a sense of happiness bec...      2       4     2
1019  "In the memoir ""Narciso Rodriguez"" the autho...      3       3     0
897   "In the story I just read, ""Narciso Rodriguez...      4       4     0
805   "The mood the author created in the memoir lov...      3       5     2
968   "the mood created by the author in the memoir ...      2       3     1
70    The mood in this memoir is happy. I think the ...      1       4     3
675   "The mood in this memoir is gratitude. Narciso...      2       4     2
67    "In the memoir about family, Narciso Rodriguez...      4       4     0
222   "Throughout the memoir Narciso Rodriguez the a...      2       5     3
987   "In the memoir, ""Narciso Rodriguez"" From Hom...      4       4     0
869   "In the memoir there were actually two main mo...      1       5     4
1003  "The mood in ""Narciso Rodriguez"" was loving,...      3       7     4
1070  "The author creates a mood of joy and thankful...      3       4     1
1063  "The mood portrayed in Narciso Rodriguez's mem...      4       4     0
656   "This was a touching story of how this boy app...      2       4     2
116   "the mood in the memoir can be exaessed in man...      3       5     2
1021  "The mood created by Narciso Rodriguez in the ...      2       4     2
931   "In the memoir there is more the one mood, but...      2       4     2
91    "The mood created by the author in the memoir ...      2       5     3
964   "The mood created by the author in the memoir ...      4       5     1
576   "The mood that was crea ted by the author was ...      3       5     2
386   The mood changed throughout the memoir. First ...      3       5     2
530   "The mood created by the author is quite comfo...      3       4     1
731   "I think that the mood created by the author w...      3       3     0
671   The mood the auther was in was @CAPS1 & happy....      1       4     3
634   "The author creates an optimistic, caring mood...      2       4     2
6     "The author of this memoir created a mood abou...      3       5     2
673   "In this memoir the author gives the mood a se...      2       5     3
796   In this memoir the mood sounds like a happy on...      2       4     2
803   "The mood created by the author in the memoir ...      2       4     2
238   "In the short story ""Narciso Rodriguez"" by T...      2       3     1
53    "There was a mood created by the author in @CA...      3       4     1
784   "Narciso Rodriguez could not describe his home...      2       5     3
953   "The author created a mood of happiness and lo...      2       4     2
830   "There is a very distinct mood set by Narciso ...      2       5     3
367   "In the memoir @PERSON1 it talks about making ...      4       5     1
509   "In the memoir, the author doesn't just descri...      2       5     3
221   "In the memoir of Narciso Rodriguez the mood c...      3       4     1
437   "In the memoir of Narciso Rodriguez, it gives ...      3       4     1
400   "In this memoir the authors mood is satisfied,...      1       4     3
979   "The mood in ""Home: The Blueprints of Our Liv...      1       4     3
376   The mood created by the author in the memoir i...      1       4     3
973   "Memoirs have a certain mood that the author u...      4       4     0
901   "In the memoir, the author creates a sort of g...      2       5     3
346   "The mood created by the author was a very lov...      3       5     2
507   "I think the authors mood is, honored, proud, ...      2       5     3
174   "The mood created by the author in the memoroi...      3       2    -1
725   "Based on this memoir, the mood created by the...      2       2     0
838   Based on the memoir of Narciso Rodriguez the o...      1       4     3
538   "In the storie ""Narciso Rodriguez"" I think t...      2       3     1
121   I think the memoir has a happy and grateful mo...      2       4     2
842   "In this memoir by Narciso Rodriguez, The mood...      2       5     3
814   "@PERSON1 wrote this memoir in a happy, warm, ...      2       5     3
683   "Throughout the passage, ""Narciso Rodriguez""...      3       3     0
51    "The mood created in the memoir is the feeling...      2       4     2
230   "The mood created by the author is happy and g...      3       5     2
781   the mood created by the author in the memoir w...      2       4     2
443   "The @CAPS1 created by the author of the memoi...      4       4     0
788   "The mood in the memoir ""Narciso Rodriguez"" ...      3       5     2


2025-06-21 06:43:01,094 - result - CRITICAL - ESSAY SET 6:

2025-06-21 06:49:02,088 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
959   "When attempting to allow dirigibles to dock o...      3       4     1
40    "In attempting to allow dirigibles to dock on ...      3       4     1
1055  "Some of the obstacles facing the builders was...      2       0    -2
1008  "They get good idea to make that building, but...      0       0     0
383   "Most of the obsticles the builders of the Emp...      2       2     0
248   "The obstacles the builders of the @ORGANIZATI...      4       4     0
234   "In the excerp ""The Mooring Mast"", by @ORGAN...      3       4     1
572   "The builders of the Empire State building fac...      3       5     2
585   "One problem that the builders has was that th...      3       3     0
972   "In ""The Mooring Mast"" by Marcia Amidon @CAP...      2       4     2
796   The builders faced many obstacles in trying to...      2       4     2
1074  "Based on the excerpt ""The Mooring mast"" by ...      1       3     2
36    "The builders of the Empire State Building's m...      3       5     2
634   "Based on the excerpt, the obstacles the build...      4       4     0
787   "Besides The facts That docking dirigibles on ...      3       3     0
397   "During the Building of the Mast, the builders...      3       3     0
410   "In the excerpt ""THE MOORING MAST"" by Marcia...      3       5     2
103   "On @DATE1, The Empire State Building was anno...      3       4     1
377   "There were many obstacles that the builders o...      4       4     0
267   "In the excerpt ""The Mooring Mast"" by Marcia...      2       4     2
1007  "The builders faced multiple obsticles in atte...      3       5     2
304   "The builders of the Empire State Building fac...      3       5     2
673   "The architects of the Empire State Building f...      4       5     1
912   "When building the Empire State Building, the ...      3       4     1
854   "In The Mooring Mast by Marcia Amidon Lüsted, ...      2       5     3
1073  "The weight was an obstacle they faced. ""A th...      4       4     0
424   "In the excerpt ""The Mooring Mast"" by Marcia...      1       2     1
681   "There were many obstacles the builders of the...      3       4     1
632   "The Empire State Building was built with grea...      2       2     0
1071  "The builders of the Empire State building fac...      4       4     0
518   "In the excerpt ""The Mooring Mast"" written b...      4       4     0
172   "In @DATE1, the Empire State Building was cons...      3       5     2
444   "The dirigibles were not able to dock on the m...      2       4     2
536   "When building the empire state Building, the ...      3       3     0
1012  "There were many obstacles the builders of the...      2       3     1
731   "The builders of the Empire State Building fac...      3       4     1
143   "During the attemp in building a docking stati...      4       4     0
1017  "The dream of the aviation pioneers of docking...      3       4     1
37    "In order for the Empire State Building to doc...      4       5     1
387   "In the excerpt ""The Mooring Mast"" by Marcia...      3       4     1
336   "The Mooring Mast by @ORGANIZATION1, the build...      3       4     1
935   "Obstacles the builders haded to face with the...      1       2     1
77    The obstacles the builders of the Empire State...      3       4     1
834   "When building the Empire State Building, the ...      3       5     2
954   "The builders of the Empire State Building fac...      3       4     1
841   "Although the builders tried hard to make thei...      3       4     1
611   "In the excerpt ""The Mooring Mast"" by Marcia...      4       4     0
848   "The Mooring Mast by @ORGANIZATION2 outlines t...      4       4     0
42    "The task of trying to allow dirigibles to doc...      3       4     1
89    "The plan to allow dirigibles to dock on the E...      4       4     0
465   "The builders of the Empire State building fac...      3       4     1
648   "There were many obstacles that the builders f...      3       4     1
452   "Some of the obstacles the builders of the Emp...      2       4     2
159   "In the excerpt 'The Mooring Mast' by @ORGANIZ...      2       4     2
579   "From the excerpt ""The Mooring Mast"" by @ORG...      3       3     0
391   "Although high expectations were concieved for...      4       5     1
638   "There are many obstacles the builders of the ...      3       4     1
907   "In the excerp ""The Mooring Mast"" by @ORGANI...      3       5     2
670   "Dirigibles had a top speed of Eighty milles p...      2       0    -2
314   "As the builder's dream for the Empire State b...      2       5     3
38    "I've been to the Empire state building before...      3       4     1
743   "The Empire state building faced several major...      2       1    -1
749   "There were obstacles the builders of the Empi...      3       4     1
736   "Based on the excerpt ""The Mooring Mast"", by...      4       5     1
108   "The empire State building builders faced a co...      1       0    -1
612   "Based on the excerpt given, the idea for allo...      3       5     2
320   "In the passage The Mooring Mast by Marcia Ami...      3       5     2
870   "When designing the mooring mast on top of the...      3       5     2
902   "In the excerpt ""The Mooring Mast,"" by Marci...      2       3     1
1049  "The Empire State Building was to be the talle...      3       4     1
209   "The builders of the empire state building cou...      2       3     1
302   "There are many obstacles the builders of the ...      1       4     3
63    "The obsticles The empire state building were ...      1       0    -1
289   "Some of the obstacles the builders of the Emp...      3       2    -1
117   "Builders trying to allow dirigibles to dock o...      3       3     0
187   "In building the empire state building, the bu...      3       5     2
15    The greatest abstacle to the successful use of...      1       4     3
257   "When constructing the mooring mast on top of ...      3       4     1
989   "The builders had many obstacles while buildin...      0       2     2
100   "The builders of the Empire State Building obs...      2       4     2
869   "The obstacles the builders of the Empire Stat...      3       3     0
837   "When constructing a mooring mast, @CAPS1 ran ...      4       4     0
789   "While builders attempted to create a landing ...      3       5     2
843   "In the article The Mooring Mast by Marcia Ami...      1       2     1
1045  "The obstaclesthat the builders of the Empire ...      0       0     0
398   "The builders came across many obstacles while...      2       5     3
279   "The builders of the Empire State Building wer...      3       3     0
104   "The builders faced many obstacles when trying...      3       3     0
1048  "Throughout the short story The Mooring Mast, ...      3       4     1
295   "The future of transportation is a matter that...      3       2    -1
911   The obsticals that the builders face in attemp...      3       2    -1
264   "There were many obstacles builders of the Emp...      4       4     0
327   "The people who built the Empire State Buildin...      2       3     1
852   "In attempting to allow dirigibles to dock at ...      3       3     0
332   "During the construction of the Empire State B...      3       5     2
23    "The builders faced many obstacles when attemp...      4       5     1
773   "The builders of the Empire State Building fac...      3       4     1
928   "In the @DATE1's Al Smith hoped to build the w...      4       5     1
733   "In this excerpt, ""The Mooring Mast"" by Marc...      4       4     0
74    "There are many obstacles with the docking of ...      1       3     2
294   "The builders of the Empire State Building had...      3       4     1
44    "Based on the excerpt from ""The Mooring Mast,...      4       4     0
347   "In ""The Mooring Mast"" by @ORGANIZATION2, th...      4       5     1
114   "the mooring mast of the Empire State Building...      1       0    -1
571   "Based on the excerpt from The Mooring Mast, t...      4       5     1
394   "In the excerpt ""The @CAPS1 Mast"" by Marcia ...      3       3     0
901   "Trying to allow dirigibles dock on the Empire...      3       2    -1
305   "The builders @CAPS1 many problems when attemp...      3       4     1
93    "Based on this excerpt, the architects had to ...      2       4     2
829   "The builders of the Empire State Building pla...      3       3     0
640   "Based on the excerpt, the obstacles the build...      3       4     1
330   "The first obstacle that the can builders face...      2       2     0
194   "The builders of the Empire State Building fac...      4       5     1
134   "The obstacles the builders of the Empire Stat...      3       4     1
931   "The builders of the Empire State Building fac...      4       5     1
804   "Constructing anything is always a difficult t...      4       4     0
425   "There are many obstacles faced because of let...      3       4     1
421   "In the expert the builders of the Empire Stat...      0       2     2
838   "The builders of the Empire State building fac...      3       5     2
622   "Allowing dirigibles to dock to the Empire Sta...      3       4     1
133   "The builders had to face many obstacles in at...      2       3     1
517   "Based on the excerpt, the builders of the Emp...      4       4     0
920   "When the builders of the Empire state Buildin...      2       5     3
814   "The builders faced many obstacles while build...      3       4     1
788   "The builders of the Empire State Building fac...      3       5     2
601   "In the @CAPS1 The @CAPS2 Mast by @ORGANIZATIO...      3       5     2
461   "In the excerpt ""The mooring mast"" by marcia...      1       4     3
702   "The builders of the Empire State Building fac...      1       3     2
338   "When builders of the Empire State Building at...      3       4     1
1014  "During the construction of the Empire State B...      3       4     1
255   "The obstacles the builders would have to face...      1       0    -1
316   "The builders of the Empire State Building fac...      2       4     2
60    The builders of the Empire State building face...      2       3     1
411   "The builders of the Empire State building fac...      3       4     1
956   "To start off, the builders of the Empire Stat...      4       5     1
142   "In the excerpt ""The Mooring Mast"" by Marcia...      3       2    -1
213   "Though the idea to allow dirigibles to dock a...      4       4     0
871   "The builders of the Empire State Building whe...      3       3     0
407   "The builders of the Empire State Building wer...      4       4     0
659   "The building wasn't designed to carry the ext...      2       3     1
962   "Based on the excerpt, there were a few main o...      4       5     1
641   "In an attempt to build a dirigble destination...      3       4     1
201   "The builders of the Empire State Building fac...      2       2     0
342   "There was many obstacles in the way of adding...      4       2    -2
68    "The builders of the Empire State Building fac...      3       5     2
556   There are some obstacles the builders face dur...      1       4     3
