2025-06-20 04:51:43,042 - result - CRITICAL - LLM: gpt-4.1-mini
2025-06-20 04:51:43,042 - result - CRITICAL - Mode: Solo
2025-06-20 04:51:43,042 - result - CRITICAL - Datapoints: 500

2025-06-20 04:51:43,043 - result - CRITICAL - ESSAY SET 1:

2025-06-20 04:57:56,476 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
438   The features of the setting affect the cyclist...      2       3     1
216   In the essay the features of the setting affec...      2       4     2
916   "Steep mountains, rolling roads, jagged rocks ...      1       2     1
36    "In the essay “Rough Road Ahead Do Not Exceed ...      2       3     1
9     In the essay the mshan writes of rough rodes t...      1       0    -1
13    "The features of the setting effects the cycli...      2       0    -2
379   "The features of the setting affects the cycle...      2       3     1
635   "The features of the setting affect the cyclis...      3       3     0
1000  The settings effects the cyclist because in Ca...      1       3     2
612   One of the main things that affect the cyclist...      1       3     2
732   "Being a cyclist and in the condition he was i...      1       4     3
295   The setting of this short story affects the cy...      1       3     2
362   "The features of setting  really effects the c...      1       2     1
371   "The features in the setting of ""Rough Road a...      3       4     1
326   "As the author cycles through this shortcut, h...      2       2     0
414   The features of the setting affected the cycli...      3       4     1
223   "The features of the setting affected the cycl...      2       3     1
117   "The features of the setting take their toll o...      2       4     2
854   The settings and features are very important t...      2       3     1
248   "The features of the setting was affect the cy...      1       2     1
81    "The features of the setting in “Rough Road Ah...      3       4     1
512   The setting effected the cyclist because it wa...      3       3     0
218   "The setting in the essay “Rough Road Ahead” m...      3       4     1
550   "The cyclist was trying to make it to Yosemite...      2       4     2
767   "Don’t let anything stop you with your goals. ...      1       0    -1
554   "In the story “Do not exceed posted speed limi...      2       2     0
994   "When the cyclist first starts his journey he ...      2       4     2
275   In the story “Do Not Exceed Posted Speed Limit...      2       2     0
394   "The features of the setting affect the cyclis...      1       4     3
161   "The features of the setting affect the cyclis...      2       4     2
159   "Many features of the setting of the cyclist’s...      3       4     1
907   "The features of the setting affects the cycli...      1       2     1
926   "The cyclist’s condition was greatly influence...      2       3     1
39    "The features of the setting affected the cycl...      2       2     0
406   "The features of the setting greatly affect th...      3       4     1
518   the features of setting that the cyclist run i...      1       2     1
527   "In the essay, “Rough Road Ahead: Do not excee...      2       4     2
385   "The setting clearly has a huge effect on the ...      2       4     2
750   "The dry desert like setting would affect the ...      3       4     1
782   "In the selection “Do not exceed posted speed ...      3       4     1
598   "The features of the setting affect the cyclis...      2       3     1
335   "The cyclist was affected by many features of ...      1       4     3
378   "In the story “Do Not @CAPS1 Posted Speed Limi...      2       2     0
947   "The features of the setting affect the cyclis...      3       4     1
720   The affect of the setting are two old timers s...      2       2     0
608   "In the passage “Do not exceed posted speed li...      1       2     1
433   "The setting really takes determination away f...      2       3     1
958   "The features of the setting affect the cyclis...      3       4     1
828   "The features of the setting affected the cycl...      2       4     2
853   "During the authors ride to Yosemite, he doesn...      3       3     0
384   "The setting in the story affected the cyclist...      2       4     2
1001  "In the essay, the author added many features ...      2       3     1
235   "Features of any setting affect what you do an...      1       3     2
660   The features effect the setting of the story i...      3       4     1
568   "The features in the story affect the cyclist ...      2       3     1
754   The setting affect the cyclist because it coul...      0       2     2
270   The features of the setting affect the cycleis...      1       4     3
647   "The affects of the settings was how hot it wa...      1       2     1
229   "The features of the setting affect the cyclis...      2       3     1
106   There are many reasons how the features of the...      2       2     0
85    "The features of the setting effect the cyclis...      2       3     1
443   "The cyclist in, “Do not exceed posted speed l...      2       3     1
940   In the story the features of the setting affec...      2       4     2
667   "The cyclist was is a horrible nasty environme...      1       3     2
47    The setting affect the cyclist features becaus...      1       2     1
911   In the story the cyclisst had ran out of water...      1       3     2
476   "Setting that affected the cyclist was water t...      2       2     0
358   "The narration of “Rough Road ahead” a solo cy...      3       2    -1
830   "The harsh features at the setting affect the ...      3       4     1


2025-06-20 05:47:49,484 - result - CRITICAL - ESSAY SET 4:

2025-06-20 05:47:51,063 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
289   The author concludes the story with this parag...      1       3     2
686   "The  author includes that sentence of the end...      1       2     1
162   I believe he used this as the ending to ensure...      0       2     2
659   "The story  “Winter Hibiscus"" by Minfong Ho. ...      2       4     2
736   "In this story theauther deicides to end the s...      1       1     0
483   "The author concludes the story with the afore...      2       4     2
992   "In the story “Winter Hibiscus” by Minfong Ho,...      1       3     2
172   I know the reason why the author concludes the...      1       2     1
63    "The author concludes the story with this para...      1       2     1
477   "The author concludes with this sentence for e...      2       3     1
383   "“When they came back, Saeng vowed silently to...      3       4     1
104   This is a powerful sentence that demonstrates ...      2       4     2
103   "The author ends the story with this paragraph...      3       3     0
143   "After reading “Winter Hibiscus, I can tell th...      1       3     2
38    The author concludes the story with this parag...      0       2     2
796   "The author concluded the story with the parag...      0       2     2
918   "The author concludes story with that paragrap...      3       4     1
133   "Saeng and her mother have to be determined to...      2       2     0
481   "She concludes that paragraph with the story b...      0       2     2
42    The auther cncludes the story with this paragr...      1       1     0
203   "The author concludes the story like that to s...      2       3     1
466   "The response that the author concludes the st...      0       1     1
313   "The author concludes the story with they para...      2       4     2
147   "The author concludes with this paragraph to s...      2       4     2
474   "I believe that the author chose to conclude t...      3       3     0
330   "The author most likely concludes the story wi...      1       3     2
749   What l think the author was talking abount sno...      0       1     1
1001  "The author concludes the story with this para...      2       4     2
929   "I think the author ends the story like this b...      1       2     1
960   "In the story “winter Hibiscus” the author Min...      3       3     0
189   "The story “Winter Hibiscus” is about a young ...      1       3     2
37    "The author concludes this story in the paragr...      1       2     1
353   "The author uses this conclusion for a reason....      1       2     1
945   "The author concludes the story with this para...      2       4     2
866   "The author concluded this because she thinks ...      1       2     1
15    In this story Saeng shows her mother how pasio...      0       2     2
671   "The author concludes the story with the parag...      3       4     1
711   "The author concludes this story with this par...      2       2     0
926   "I think that the author concludes the story w...      2       4     2
338   "I think  the author concluded the story like ...      0       2     2
301   "In the story “Winter Hibiscus” by @CAPS1 Ho. ...      2       2     0
968   "At the end of the story, winter Hibiscus, the...      2       4     2
209   "The author views the hibiscus plant as a new ...      1       3     2
314   "Authors use many techniques to improve their ...      0       2     2
593   "The author concludes the story with this para...      2       4     2
861   "The author concludes the story with that para...      1       4     3
901   I think the author used this paragraph for the...      1       2     1
810   "I beleive the author ends the story with this...      2       4     2
302   "The author concludes the story with that para...      3       4     1
266   "This paragraph represents an action that Saen...      3       4     1
1051  "Saeng concluded the story with that paragraph...      1       2     1
699   The resoned the author concludes the story wit...      1       2     1
646   "The author concludes the story with optimism ...      3       4     1
906   I really do not know why the author concludes ...      0       0     0
862   The Author ends the story off with that paragr...      0       2     2
552   "The author concluded the story like that beca...      2       4     2
410   The author concludes the story with this parag...      0       2     2
618   The author concludes the story with this to sh...      2       4     2
622   "The author closes the story with this paragra...      2       4     2
397   The author ends the story this way to show tha...      0       2     2
77    The author ends the story with this paragraph ...      2       3     1
255   I think the reason why the author concludes th...      2       2     0
611   "The author of “Winter Hibiscus” included the ...      3       4     1
44    "The author ends with this paragraph because i...      2       2     0
761   "The author concludes the story with that para...      1       4     3
1061  There was a specific reason as to why the auth...      2       4     2
486   "The author concludes the story with this para...      1       2     1
253   "The author concludes the story with this para...      2       4     2
424   "I think the author concludes the story with t...      3       4     1
482   "The author concludes this story this way to g...      2       3     1
421   "I think that the author concludes the story w...      1       2     1
428   The author might of concluded the story with t...      1       2     1
332   "The author concluded the story with that spec...      2       4     2
898   The author concludes this story because it sho...      2       4     2
380   She will try gardning again after the geese an...      0       2     2
100   The author ends the story this way to wrap eve...      1       2     1
93    "Minfong Ho concluded “Winter Hibiscus” with t...      3       4     1
912   The reason why the author concludes the story ...      1       2     1
1006  "I thinks that the author concludes the story ...      3       2    -1
402   The author concludes the story with this becau...      0       2     2
910   The author most likely concludes the story wit...      1       2     1
574   she said it because she didn’t do what she was...      1       1     0
1057  "Since it is getting close to winter the geese...      2       4     2
535   "The author concludes the story with the parag...      2       4     2
963   In the story “Winter @CAPS1” the author was tr...      0       2     2
837   "The author concludes the story with this para...      2       4     2
142   "The author concludes the story with this para...      2       2     0
108   "In the story, “Winter Hibiscus,” by Minfong H...      2       3     1
207   "After reading the quote ""when they come back...      1       2     1
831   "The author concludes the story with the parag...      3       4     1
723   Based on my understanding of the story I think...      2       2     0
873   "The author ending the story with that paragra...      2       3     1
60    "The whole story about Saeng buying the hibisc...      3       4     1
430   "The author concludes the story with this para...      1       3     2
413   "The author concludes the paragraph with a sta...      2       2     0
766   The author concludes the story with that endin...      1       2     1
702   the author concludes the story with that parag...      0       1     1
411   In the response that explains why the author c...      0       2     2
894   "The author ends the story with that paragraph...      3       3     0
815   "I think the author concludes the story with t...      1       2     1
800   Saeng did get the feel that she called fil in ...      1       1     0
651   "The author of “winter Hibiscus” concludes the...      2       3     1
304   The author ends the story with this because sh...      0       2     2
213   She said that she was going to take the test a...      1       2     1
309   I believe that the author  concludes the story...      0       2     2
68    "The girl, Saeng , seems to be attached to nat...      2       2     0
829   The author could have finished the story with ...      1       3     2
407   "The author ended the story with the paragraph...      2       4     2
316   Cause every thing that is in this paragraph is...      1       2     1
267   "The author concludes the story with this para...      0       2     2
440   I think the athor includes that becaus. she mi...      0       0     0
635   "The purpose for the ending the Author @CAPS1 ...      3       3     0
201   "I believe that the author concludes the story...      2       2     0
305   "The author concluded the story with the sente...      2       4     2
196   "The young girl Saeng from the story ""Winter ...      2       3     1
756   The author includes that seterel paragraph bec...      0       2     2
187   "I believe that the author concludes the story...      2       2     0
257   "The auther includes this at the end to show h...      1       2     1
750   "The author chose to conclude the paragraph wi...      3       4     1
585   "In the “passage winter Hibiscus” by monfong H...      3       3     0
899   "The Author includes that part in his story be...      0       1     1
835   I think this Author put this last paragraph in...      1       2     1
857   "The author concludes the story with this para...      1       2     1
327   "The author concludes with that because she ki...      2       2     0
908   "Saeng vowed silently to herself, in the sprin...      0       1     1
1022  "This statement shows what the author conclude...      2       3     1
653   "The author concludes the story in winter hibi...      0       2     2
114   The author ended the story with that paragraph...      1       2     1
729   "The author concludes the story the way that s...      2       5     3
795   "In the last paragraph of the story, the autho...      3       4     1
342   The author concluded the story with that parag...      0       2     2
789   "The author concluded the story “Winter Hibisc...      3       4     1
282   "I believe the author ended the story with tha...      2       3     1
820   "I think the author concludes the story with t...      1       2     1
437   "The author concludes the story with “when the...      3       4     1
336   "The author concluded the story with this para...      2       4     2
149   "The auther concludes the story with this stat...      2       2     0
943   "I believe the author concludes the story “Win...      3       4     1
500   "The author concluded this story with this par...      2       4     2
605   I’ll think the author tried two say wean it co...      0       0     0
423   The author concludes the story with this parag...      0       2     2
18    I think the author concludes the story with th...      0       0     0
875   In the story the test was if she could overcom...      3       3     0
546   "The author of the story Winter Hibiscus ends ...      2       4     2
638   "The author used the concludes with “when they...      1       2     1
86    "I think the author concludes the story with t...      1       3     2
242   "I think the author concludes this paragraph i...      0       1     1
88    "The author concludes with this paragraph to s...      3       4     1
639   I think she concluded with this statement beca...      1       4     3
701   "In “Winter Hibiscus” by Minfong Ho, Saeng has...      2       4     2
377   She concludes with this the story this paragra...      0       1     1
841   "In “Winter Hibiscus,” by @CAPS1 Ho, Saeng doe...      2       4     2
687   "The author concludes this story with this par...      1       3     2
14    I think that the author concluded the story li...      0       2     2
601   "In ‘Winter Hibiscus’, the author concludes wi...      2       4     2
982   "The author concludes the story with that beca...      2       3     1
819   "The author concludes this paragraph because h...      0       2     2
391   I think that the author put that sentence to g...      0       2     2
498   The author concludes this paragraph in the sto...      1       2     1
773   The author probally ended with this to show th...      0       2     2
443   "The author ended that story like that because...      1       3     2
167   "The author ends the story “Winter Hibiscus” w...      2       4     2
179   "The author concludes the story with this para...      1       2     1
694   "The author includes this in the paragraph to ...      0       2     2
907   The author concludes the story saying that bec...      1       2     1
234   "The author concludes the story with this para...      1       3     2
954   "The author concludes the story with the parag...      1       2     1
809   "In “winter Hibiscus” the author uses hibiscus...      2       3     1
677   "The author is concluding that anything can ha...      1       2     1
110   "In order to get over her failure, Saeng bough...      2       3     1
550   "I think Saeng concluded with this story becau...      1       2     1
935   "The author concluded the story with this para...      1       2     1
607   "The author finished the story with, “when the...      1       3     2
650   "The “Winter Hibiscus” is a realativly sad, bu...      3       4     1
727   "I think the author concludes the story with t...      3       4     1
109   The author concludes the story with this parag...      1       2     1
518   The author concludes the story with that becau...      1       2     1
934   "The author of”Winter Hibiscus “uses this para...      2       4     2
291   The author concludes the story with that parag...      1       1     0
579   "Saeng thinks that she has failed because she ...      1       4     3
236                                            NO IMAGE      1       0    -1
948   The author concludes the story with this parag...      1       2     1
630   She say cloning the spring I will take the tes...      1       1     0
751   "In the last paragraph of ""Winter Hibiscus"" ...      2       3     1
517   "In the story winter hibiscus the author concl...      2       2     0
896   "The reason why the author ends the story with...      2       4     2
708   He states this as the conclusion because it sh...      1       2     1
673   "Minfong Ho, the author of “  Winter Hibiscus ...      3       4     1
315   "The author concludes the story with this para...      2       4     2
389   "I believe that the author concluded the story...      1       2     1
465   "The story concludes with this paragraph for a...      1       4     3
970   "Why the author concludes the story with this ...      1       3     2
211   "The author concludes the story with this para...      1       2     1
864   She means that when she return she is going to...      0       2     2
768   They used this sentence because she wants to s...      1       2     1
270   In the short story “Winter Hibiscus” a young g...      1       2     1
0     The narrater has that in with Paragraph becuse...      0       1     1
340   The reason the author concludes the story with...      0       2     2
1004  I think that the author concludes the story wi...      1       2     1
503   The author concluded the story with that parag...      0       2     2
972   "The author includes this paragraph because Sa...      2       4     2
57    I think the author concludes the story the way...      1       2     1
847   "The author concludes the story with that para...      2       4     2
764   because she is confused and is not yet youst t...      1       2     1
1011  "In the story Winter Hibiscus written by @CAPS...      2       2     0
22    "The author concluds the story with this parag...      1       1     0
183   "The author concludes the story this way to sh...      3       4     1
293   The girl is determend to win. She wen’t and to...      1       2     1
696   "I belive that the author concludes the story ...      3       4     1
917   "I think the author concludes the story with t...      1       2     1
188   "In the story “Winter Hibiscus”by Minfong Ho,t...      3       3     0
1046  "The story ends with that line because @CAPS1 ...      3       4     1
728   "I think the author concluded the story with t...      3       4     1
55    "The author probably ends the story like that ...      3       4     1
364   the author added that sentence to the story to...      0       2     2
879   "The author concludes  the story  with  that p...      2       3     1
320   I think the author puts that paragraph in the ...      0       2     2
134   The author decided to finish the story with th...      0       2     2
370   "The author concludes the story with in the sp...      1       2     1
3     "In the story, ""Winter Hibiscus,"" by Minfong...      2       4     2
553   "The reader thinks the author concludes the st...      2       2     0
408   He concluded the story with that sentence beca...      1       2     1
40    Saeng feels more comfirtable in the spring bec...      1       3     2
616   "In the conclusion of the “Winter Hibiscus” Sa...      2       4     2
62    The author ends the story with that paragraph ...      2       4     2
140   "The author wrote the paragraph because she we...      0       2     2
589   The reasoning for concluding this story this w...      1       2     1
612   "The author ended the story with an unconclude...      1       2     1
89    I think the author includes this to show the d...      1       2     1
557   He  wrote this  because  he is talking  about ...      0       0     0
23    "I think the author concludes the story with t...      1       2     1
1055  "The author concludes the last paragraph of th...      2       4     2
591   "The author chose to conclude the story with t...      2       4     2
664   "Well, I think the author concludes the story ...      1       2     1
300   "In the story,  @ORGANIZATION1, by  Minfong   ...      2       4     2
231   The author concludes the story with that parag...      1       2     1
957   "I think the author concludes the story with t...      1       2     1
197   "The author uses this paragraph because it wor...      2       2     0
264   Why the author concluded with this paragraph w...      0       2     2
666   "The short story “Winter Hibiscus” as written ...      3       4     1
27    Because withe the blooming of the hibiscuse pl...      1       2     1
965   "The author, Minfong  Ho, concludes the story ...      3       3     0
425   The author concludes the story with this parag...      0       2     2
43    To set a tone and to talk about how they look....      1       2     1
648   The author is talking about gardning and how s...      0       2     2
372   The author concludes the story with this parag...      1       2     1
366   "The author had concluded this story with this...      2       2     0
757   "The last paragraph of the “Winter Hibiscus” r...      2       4     2
132   he concludes the sTory  with his paRagRaph bec...      1       2     1
404   "The author might have concluded the story wit...      1       2     1
973   "In the story, ""Winter Hibiscus,"" by @CAPS1 ...      3       4     1
41    "The Author uses this paragraph to @CAPS1 the ...      1       2     1
135   The author concludes the story with this parag...      2       4     2
74    "The author uses this sentence to conclude the...      2       4     2
127   "The author includes this scentence, “When the...      1       3     2
642   She going to take the test agan @CAPS1 she fee...      1       1     0
722   "In the story “Winter Hibiscus” by Minfong Ho ...      2       4     2
317   I  think  when  she  take  the  test  over  it...      1       2     1
374   The author is saying that she’s not doing noth...      1       2     1
656   "The author concludes the story with the parag...      2       4     2
30    The author include s the last paragraph to sho...      2       2     0
279   "The author concludes the story with this para...      1       2     1
347   "I think the author concludes the story with t...      1       2     1
24    "The auther ends with that paragraph to show h...      1       2     1
977   The author concludes the story with that parag...      0       0     0
636   "The author concludes the story with this para...      2       4     2
35    The reason why the author concludes the paragr...      1       2     1
848   "The author concludes the story with “In the s...      0       2     2
447   "The concludes the sentence this way because t...      2       2     0
444   "Saeng vowed to herself that when the hibiscus...      2       4     2
561   "I say the only reason why the author included...      2       3     1
1013  "I believe that this was a good ending to the ...      2       2     0
843   "It is all most sping like he said show meltin...      0       1     1
426   They can compair the story and this statement ...      1       2     1
878   "Emotions,symbolizim, to it realized – all are...      2       2     0
720   "In this short story, Saeng vows to take the t...      3       5     2
102   The author concludes this story with this para...      1       2     1
695   The author concludes the story with this parag...      2       4     2
884   "In the story “Winter Hibiscus” the author end...      2       4     2
804   The last paragraph at the end of the story was...      1       2     1
519   when they come back Saeng vowed silently to he...      1       1     0
21    The authoR concludes thEy stoRy with thE paRag...      1       2     1
155   "The author concludes the story with his parag...      2       4     2
198   "The author: minfong Ho, finishes the story li...      3       4     1
294   "The author would conclude the essay like he d...      0       2     2
4     "The author concludes the story with this para...      2       4     2
759   The author wrote this paragraph at the end of ...      1       2     1
387   The author concludes the story with that parag...      0       0     0
352   I think the author concludes this story like t...      1       1     0
859   "This paragraph means when winter is over and ...      1       2     1
210   I believe that she included this because she w...      1       2     1
25    "The author ends the story in this way because...      2       4     2
87    "The author concludes the story with this para...      1       2     1
665   "The author ends the story like that to show t...      1       2     1
733   The author concluded the story with this parag...      1       2     1
384   "The author chose to end the story this way fo...      3       4     1
786   " Tisaeng had failed her drivers test after sh...      2       3     1
163   The author includes  this sentence in  the par...      1       2     1
195   "The author ends the story this way because by...      1       2     1
995   "The author concludes this story by saying thi...      1       2     1
1043  "To me I would have to say that the reason why...      2       2     0
1023  The author concluded this paragraph in this st...      1       2     1
631   It shows the importance of the  Hibiscus to Sa...      0       2     2
993   The reason why this author includes this story...      0       1     1
297   "In “Winter Hibiscus,” by minfong Ho, the auth...      2       2     0
978   "The author included this because she felt tha...      1       3     2
675   Saeng is talking about her school work and the...      0       2     2
69    In the story “Winter Hibiscus” The Author conc...      1       2     1
734   "The author concluded the story with this para...      2       4     2
82    "Determination, help, strength – all are reaso...      3       3     0
556   "The author concludes the story “Winter Hibisc...      3       5     2
239   "I think the author concludes the story winter...      2       4     2
700   "Coming back from failing her driving test, Sa...      2       4     2
704   The author concludes the story with that parag...      1       2     1
272   The author concludes this story with that para...      1       2     1
204   "In stories, author lend them many different w...      2       3     1
124   "The author uses this paragraph to conclude th...      1       2     1
20    "The author concludes the story with this phar...      1       2     1
855   "The author chooses to end the story with such...      3       5     2
456   "The author concludes the story with this para...      2       3     1
803   "I think the author ended this story with this...      1       4     3
647   "The author concludes the story with this para...      0       2     2
398   "The author didn’t think that Saeng was ready ...      0       2     2
860   "The author concludes the story with the parag...      2       4     2
838   "The @CAPS1 why the authoR concludes the story...      1       1     0
5     I think he concluded the story with paragraph ...      0       1     1
129   "The author concludes the story with this para...      2       4     2
286   The author used that paragraph in order to cre...      0       2     2
886   "The author of the story “Winter Hibiscus” con...      1       2     1
904   "The auther conclude the story by saying she w...      2       3     1
215   "In the last paragraphy the reason why the aut...      2       2     0
1029  "The last paragraph in, ‘’Winter Hibiscus,’’ w...      2       2     0
251   "The author ends the story with this paragraph...      3       5     2
576   "The author concludes the story with, “when th...      3       4     1
1019  "The author decides to conclude the story with...      2       4     2
507   She ends the story with that paragraph because...      1       2     1
670   The reason why they include the story with the...      0       2     2
273   "In the end of the story they say that she wil...      2       3     1
54    "well It seems like to me that the reason why ...      0       0     0
17    "The author had concluded her paragraph like t...      1       2     1
265   "The author concludes the story with this para...      1       2     1
998   "The author concludes the story with this beca...      0       2     2
307   "The author concludes the story with this @CAP...      1       2     1
523   "The author concludes the story with this para...      1       2     1
158   He author concludes this paragraph in this sto...      1       2     1
748   "The author concludes the story with this para...      2       3     1
166   "After they come Saeng  was  silently  to hers...      1       1     0
939   "The author of the story “Winter Hibiscus” mos...      3       4     1
808   "In the story “Winter Hibiscus” the story ends...      1       2     1
214   "I think that this snows hope because she had ...      2       2     0
178   In the story winter Hibiscus Saeng is fond of ...      1       2     1
495   "It is actually a very powerful last statement...      3       4     1
141   "In the story “Winter Hibiscus"", the auther f...      2       2     0
476   "The author probably includes part of the stor...      1       2     1
243   "The author uses that passage to end the story...      3       2    -1
152   "The author used ""when they come back, Saeng ...      2       3     1
1049  "At the end of ""Winter Hibiscus,"" the author...      3       4     1
532   "The auther concluded the story with this beca...      2       3     1
502   "when they come back, Saeng vowed silently to ...      0       2     2
783   "The author might conclude the story with this...      3       4     1
541   "Explains why the author concludes the story w...      0       2     2
412   "From the story, “Winter Hibiscus,” by Minfong...      2       3     1
119   The reason why the author puts that last line ...      0       2     2
1060  The author concludes the story with this parag...      0       1     1
184   "The author concludes the story with this para...      1       2     1
531   He concludes this story like that so you dont ...      1       2     1
1010  The author concludes with that statement becau...      2       3     1
597   "I belive that the author concludes the story ...      2       2     0
95    I think the author concludes the story with th...      1       2     1
438   " The author concludes the story with the sent...      2       2     0
1048  "The author concludes the story with this para...      1       3     2
97    "The short story “winter Hibiscus end the way ...      2       3     1
157   "At the end of the short start “Winter Hibiscu...      2       2     0
754   "The author concludes the story with this para...      2       4     2
508   "The author concludes that because she wants t...      2       2     0
846   The author concludes this story with this para...      0       2     2
1050  "The author is letting us /reader know that th...      0       2     2
788   I think he concludes his story with that parag...      0       2     2
867   "The author concludes the story, “Winter Hibis...      3       3     0
168   "The author brought out the paragraph ""when t...      1       2     1
28    The reason why the author concludes the story ...      1       2     1
871   "In the winter Hibiscus, the author chose the ...      3       4     1
339   "There are many reasons the author says “when ...      2       2     0
246   The author concludes the story with that parag...      1       2     1
587   "The author concludes the story with the parag...      1       3     2
950   "I think the author conclades the story with t...      2       4     2
554   "In the last paragraph of the story, Saeng vow...      3       4     1
725   "The author concludes this paragraph because S...      0       2     2
303   "“When they come back, Saeng vowed silently to...      1       2     1
949   "In the story “Winter Hibiscus”, the author en...      1       4     3
975   "The author conclude the story with her saying...      1       2     1
794   "In the story ""Winter Hibiscus,"" the author,...      1       3     2
830   "The author concludes with this sentence becau...      2       4     2
967   "The author concluded the last paragraph in th...      1       2     1
854   "The author concludes this story with that par...      1       2     1
668   "The character, Saeng, experiences both intern...      2       4     2
778   "The author concludes the story in this way to...      2       4     2
70    "During  “Winter  Hibiscus”  written  by  Minf...      2       3     1
919   The author concludes the story with that parag...      0       1     1
67    "The author concludes the story with “when the...      1       2     1
222   The author concludes the story with that last ...      1       4     3
1056  The author concludes this story with this para...      0       2     2
572   "The author includes the paragraph, ""when the...      3       4     1
1031  "The author concludes the story with the sente...      2       2     0
1044  "The reason for the author concluding the foll...      3       3     0
580   The reason I think that the author did it is b...      0       2     2
116   "In the story I don’t know why the author and ...      0       0     0
969   "The author concludes the story with this para...      1       2     1
571   The author concludes the story with this parag...      1       4     3
91    "The autor of ""winter Hibiscus"" conclded the...      2       2     0
663   "The author concludes the story with that para...      1       2     1
386   The author choose to end the story with that p...      2       4     2
897   "The author concludes the story with the parag...      0       2     2
933   "The past experiences of our lives often  infl...      3       3     0
683   The author of this story concluding this story...      1       2     1
6     "The author concludes the story with this para...      2       4     2
435   I belive the author was saying a new start. I ...      1       2     1
763   Saeng love Flowers and plants. The Author conc...      0       2     2
238   "The author ends the story by saying “when the...      2       3     1
53    "In the story “Winter Hibiscus” the author end...      2       2     0
959   "The authar concludes the story with the parag...      2       2     0
439   "“Winter Hibiscus”, by Minfong Ho is a story a...      2       3     1
790   "The author of the story ends it with a very i...      3       4     1
367   "I think that the included that because she is...      2       2     0
452   The author concludes with that paragraph becau...      1       2     1
221   "In the story called ""Winter Hibiscus"" the a...      2       2     0
400   "She vowed this because just as the geese woul...      1       2     1
641   "The reason why the author concludes this para...      1       3     2
376   The author probably used this as the last para...      1       2     1
925   "The author concludes the story with this  par...      2       3     1
858   The Author was trying to end the story quick t...      0       1     1
346   "The author of the story “Winter Hibiscus"" co...      2       3     1
450   The Author concludes this story with that para...      1       2     1
174   "At the end of the essay “Winter Hibiscus” by ...      2       2     0
923   "The author concludes the story with that para...      0       3     3
511   "The author ended the story with the paragraph...      3       5     2
121   "The author concludes this story the way she d...      2       2     0
802   "The author concludes the story with this para...      2       3     1
882   "Several reasons, first, in spring she will ha...      2       4     2
598   "The author leaves us at the end of the story ...      1       2     1
51    "The author concludes the story with this para...      1       2     1
230   "The author concluded this sentence because he...      0       2     2
743   In the story Winter Hibiscus the author minfon...      0       1     1
106   The author concludes the story the way he or s...      1       2     1
461   "The author concludes the story with this para...      3       4     1
235   The author concludes the story with a paragrap...      2       4     2
868   "I think that the author ends this story with ...      2       2     0
805   I think that the authoR includes this paRagRap...      0       1     1
634   "The author concludes the story with ""When th...      2       3     1
351   The author concludes the story with this parag...      1       2     1
527   "Saeng vowed siletly to herself ""in the sprin...      1       1     0
333   "The author concludes the story this way to sh...      3       4     1
348   "In the story “Winter Hibiscus” in the spring ...      3       2    -1
499   The author concludes the story with this parag...      1       2     1
65    "In the story “Winter Hibiscus” by Minfong Ho,...      3       4     1
528   "The author concludes the story with this para...      2       3     1
1025  The author concludes the story with the paragr...      3       3     0
1034  "The author concludes this story with this par...      2       2     0
985   "In winter hibiscus the teenager girl Saeng fa...      3       3     0
652   "Minfong Ho concluded “Winter Hibiscus” with t...      3       4     1
1054  "The author concludes the story with this para...      1       3     2
368   I think the author wanted to express Saeng whe...      0       2     2
19    "The short story, Winter Hibiscus, is a about ...      3       3     0
470   "I think that the author concludes the story l...      2       2     0
216   "The author concludes the story with the parag...      2       4     2
697   Ii think the author concludes the story with t...      1       2     1
36    "The geese flying south for the winter and the...      3       4     1
9     "The author concludes the story, “winter hibis...      3       4     1
13    "I believe that the author concludes the story...      2       4     2
379   "Hope, positivness, helpful all are reasons th...      2       3     1
661   "In the story ""WiNter Hibiscus"" by MiNFOnG H...      2       2     0
1035  "The story ands with that paragraph because Sa...      2       3     1
538   "I think the author concluded the Story with t...      1       3     2
762   "The author chose to conclude the last paragra...      1       2     1
295   "In the Story the @CAPS1 concluds the story wi...      2       3     1
362   "The auther concludes with that paragraph beca...      2       4     2
371   "The authors concludes that in the paragraph. ...      3       2    -1
326   "In the story winter Hibiscus they end the sto...      1       2     1
414   "The aurthor concludes the story with this par...      2       2     0
223   "The find lines of the story, ""Winter Hibiscu...      2       4     2
117   "I think the reason why the author ended the s...      1       2     1
770   "In the last paragraph when she siad she was g...      1       2     1
248   "The author of ,”Winter Hibiscus ,” concludes ...      1       3     2
81    "The author ends the story like this in compar...      2       4     2
530   "“When they come back, Saeng vowed silently to...      0       2     2
218   "In the story “Winter Hibiscus” the author con...      3       4     1
946   "The author end with that paragraph for severa...      1       2     1
460   "In the story “Winter Hibiscus"" I believe the...      2       3     1
888   "The author concludes the story with paragraph...      1       3     2
573   This final paragraph goes along with one of th...      1       4     3
930   I think what the author is trying to say is th...      1       2     1
275   I think the author concludes this in the story...      1       2     1
394   "I think the author concludes the sentence the...      0       2     2
161   "I think the author concluded the story with t...      1       2     1
159   I think the author concludes the story with th...      1       2     1
512   "The author concludes the story with this para...      0       2     2
737   "The author concludes the story with this para...      2       3     1
