2025-06-21 05:41:41,601 - result - CRITICAL - LLM: gpt-4.1-mini
2025-06-21 05:41:41,601 - result - CRITICAL - Mode: Solo
2025-06-21 05:41:41,601 - result - CRITICAL - Datapoints: 500

2025-06-21 05:41:41,645 - result - CRITICAL - ESSAY SET 1:

2025-06-21 05:41:42,539 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
74    "Do I believe that certain materials should be...      6       3    -3
294   "Do you believe that certain books, movies, or...      8       4    -4
44    "We all enjoy having the freedom to read, list...      8       4    -4
347   "Have you ever read or seen a book that you th...      8       4    -4
114   "Everything is offensive to someone. There is ...      8       4    -4
571   "As far as opinions go, everyone has one. Only...      7       3    -4
394   "Do I think that certain materials such asd bo...      6       2    -4
901   "Things that mean so much to just one person  ...      5       2    -3
305   "I @CAPS1'@CAPS2 belive that any kind of mater...      5       2    -3
93    "I myself think that all books should be of th...      5       2    -3
829   "In our society today there is always going to...      8       4    -4
640   "There is many different topics that could be ...      8       3    -5
330   "Librarys are filled with hundreds of material...      6       2    -4
194   "Many people like different books, music, movi...      6       3    -3
134   Why censore something that someone worked hard...      6       2    -4
931   "I think @CAPS4's ok to have books even if the...      8       3    -5
804   "Throughout the world, there are thousands of ...      8       3    -5
425   "If everyone in the world could permantly take...      7       3    -4
421   "I strongly believe that books with offensive ...      8       2    -6
838   "Censorship in Libraries     Censorship in lib...      6       4    -2
622   "In libraries, there are of course books. Ther...      8       3    -5
133   "Hi im henry and I agree that if there are boo...      5       2    -3
517   "History is bond to repeat itself right? Well,...      7       3    -4
920   "I believe certain materails such like books, ...      6       2    -4
814   "I think books that have nudity, curse words, ...      4       2    -2
788   "'@CAPS1'@CAPS2 say that word!' That is exactl...      8       3    -5
601   "I don't believe that certain material should ...      6       2    -4
461   "'@CAPS1 Should be Taken off the @CAPS2'     @...      7       3    -4
702   "I am a student from @CAPS1. I wanted to let y...      7       3    -4
338   "Yes, there are a lot of books out there that ...      7       3    -4
1014  "Taking books off the shelves? I don't think s...      8       3    -5
255   "Do you like what I like? Maybe and maybe not....      7       3    -4
316   "Libraries have all kinds of books. Books for ...      6       3    -3
60    "I for one like books, movies, music, ect., wi...      8       3    -5
411   "Do we have the right to take books? Author Ka...      7       4    -3
956   To be honest if I was a librarian I would leav...      4       2    -2
142   "I think that certain materails should not be ...      7       0    -7
213   "In my experience some music is just too offen...      8       3    -5
871   "Censorship is a very sensitive topic. Everyon...      8       4    -4
407   "I believe that they should not be pulled off ...      7       3    -4
659   "There a lot of things to life and sometimes w...      6       3    -3
962   "Do I believe that certain materials, suck as ...      7       3    -4
641   "I believe that if you let people take stuff o...      5       2    -3
201   "You Are @CAPS1 You @CAPS2?     Censorship is ...      9       4    -5
342   "'All of us can think of a book that we hope n...      7       3    -4
68    Durning school one day all of our teachers tol...      6       2    -4
556   "Books, music, movies and magazines are all of...      6       3    -3
509   Hello my name is @PERSON1 one day me and a fri...      6       2    -4
211   "Books on shelfs are there for a reason    'Al...      7       3    -4
317   "Libraries have books that are short, long, an...      6       3    -3
270   "Devin @NUM1 @NUM2                            ...      7       3    -4
242   "I believe that certain materials should not b...      8       4    -4
830   "In our public libraries we can find books tha...      8       3    -5
715   "Why do we have books out there that are viewe...      8       2    -6
440   "Dear @CAPS1 @PERSON1,           Should certai...      6       3    -3
196   "Is it offensive?          Should people have ...      5       2    -3
19    "Many @CAPS1 have different opinions about wha...      6       3    -3
203   "Books are an extremely important part of lite...      8       3    -5
577   "I think people read more books that are banne...      6       4    -2
495   "When u go places there will alway be somethin...      4       2    -2
340   "Is there a song that your parents wouldn't le...      8       3    -5
408   "When have you ever went into a library and fo...      8       3    -5
697   "Many people i know would be very upset if the...      5       2    -3
147   "There are thousands of books in libraries, wh...      8       3    -5
191   "There are alot of things that u can find in t...      6       2    -4
826   "Im writing to reflect my views on censorship ...      6       3    -3
149   "I belive that certain materials should not be...      7       3    -4
1072  "books, music, movies, magazine, ect. shouldnt...      5       2    -3
573   "Libraries should or should not have books, mu...      5       3    -2
179   "Newpaper company,@CAPS1 am writing to this co...      6       2    -4
384   "Do you believe that certain things need to be...      6       2    -4
1010  I dont think people should remove the books an...      5       2    -3
990   I tenik people us book from the mexcio that wo...      2       1    -1
167   "In the quote that @PERSON1 wrote she talks ab...      8       3    -5
591   "There are thousands of books in libraries now...      6       3    -3
916   no i dont think anything should be removed caz...      2       1    -1
366   "I don't believe that certain books, music, ma...      6       3    -3
18    "Do you believe libraries should remove items ...      7       2    -5
135   "Censorship?  What is it?  Well from what i kn...      8       2    -6
713   "When you walk into the heavenly sanctuary tha...      9       4    -5
574   "Dear @CAPS1,     @CAPS2 the world there are p...      5       3    -2
86    "Should certain materials be removed from your...      7       3    -4
162   "Imagine. A nice sunny day, sitting outside un...      8       4    -4
380   "Do I think that certain books, music, movies,...      7       3    -4
88    "Every parent has their own opinion upon topic...      6       3    -3
867   "There are many things in this world that chil...      6       2    -4
767   yes i thinck they should take efence books off...      2       1    -1
532   I think that that if there is a book in the li...      5       3    -2
253   "Libraries across the world are facing the obs...      8       2    -6
592   "Have you ever been in that situation where yo...      8       3    -5
14    "I @CAPS1'@CAPS2 think that books should be ce...      8       3    -5
576   "I can think of a book that we hope none of ou...      6       3    -3
512   "In Libraries there are many books, magazines,...      8       3    -5
13    "When you were a child how much did you learn ...      8       4    -4
735   "No, i do not think that books, magizines, mov...      6       2    -4
664   "Should there be censorship in libraries? Some...      9       3    -6
904   "Imagine walking into a library where the shel...      9       4    -5
1033  "Works of literature are works of literature n...      8       4    -4
498   "This essay is all about wether certain materi...      7       3    -4
370   "One essential right that every man, woman, or...      6       4    -2
677   "There are many things out in the 'material' w...      9       4    -5
725   "In this millenium we really should'nt be to c...      7       3    -4
541   "I think that if it is a problem for others an...      4       2    -2
661   "Have you ever read or listened to somthing th...      7       3    -4
734   "AS WE ALL KNOW, ALL KINDS OF INFORMATION CAN ...      5       2    -3
859   "Katherine Paterson once said, 'All of us can ...      8       4    -4
782   "I dont believe that it should matter what boo...      6       3    -3
236   "Keep it on the Shelf!     What types of thing...      8       4    -4
708   "Censorship in the @CAPS1     @CAPS2, what is ...      8       3    -5
110   "Censorship in Libraries.                     ...      8       3    -5
943   "Teachers in schools do their best to make sur...      8       4    -4
687   "People should have a right to listen, read, a...      7       3    -4
374   "Many pepole think that offensive material sho...      4       2    -2
898   "Dear newspaper editor,      @CAPS1 I am writi...      6       3    -3
223   "I don't think that censoring books and movies...      7       3    -4
653   "No I do not believe that certain materials sh...      6       2    -4
389   "Books, music, movies, and much more, being re...      7       3    -4
109   "How often do you find a book or a magazine th...      5       3    -2
642   "Censorship, or the ability to control what is...      9       4    -5
618   "I believe that everyone's opinion deserves to...      8       3    -5
797   "First comes censorship along with its totalit...     10       4    -6
127   "To whom it @MONTH1 concern;      As a student...      8       4    -4
231   "There are many different perspetives on censo...      8       3    -5
919   "I believe that certain materials that seem of...      6       3    -3
996   I think that your parents should have to sign ...      6       3    -3
1063  "Have you ever went to the library and while l...      8       3    -5
833   "Are books and other things found in libraries...      7       3    -4
1002  "There are things in the world that are not me...      6       2    -4
527   I think that all books that are found offensiv...      6       3    -3
189   "I don't think they should remove anything tha...      6       2    -4
777   "I believe as a citizen of this city and as a ...      8       3    -5
207   "I feel that u have the right to chouse to rem...      4       2    -2
1022  "' Everyone in the world has an opinion, some ...      6       3    -3
704   "All things in the world are not strictly blac...      8       4    -4
755   "The way i see it movies or books shouldnt be ...      2       2     0
435   "'@CAPS1', the woman shreaked as she had just ...      8       3    -5
282   "I don't believe that any certain materials, s...      6       2    -4
426   "Censorship, or the removing of material deeme...      9       5    -4
1019  "I think that censorship should be allowed in ...      7       3    -4
766   "I can think of several books that, I would no...      8       2    -6
481   "In Katherine Paterson's writing she tells us ...      6       3    -3
806   "I enjoy reading very much so and I have read ...      8       4    -4
300   "Although possibly offending some people, mate...      8       3    -5
0     "Write a persuasive essay to a newspaper refle...      2       1    -1
293   "Do i think that certain materials such as boo...      6       3    -3
939   Everyone has their favorite music they listen ...      7       3    -4
499   "Everyone has a favorite book. And some of us ...      8       4    -4
1021  "Im alot of things but i am surley not a reade...      5       2    -3
57    "I honestly don't think anything offensive sho...      4       3    -1
887   "Libraries are a place for everyone; from youn...      9       4    -5
794   "I think that there are some books out there t...      6       3    -3
552   "Do you think that books, music, magazines, mo...      5       2    -3
364   "Books Removed From Shelves?      'All of us c...      8       3    -5
630   "I do not think people should take books off t...      6       3    -3
22    "The old saying one should never judge a book ...      8       4    -4
183   "Materials such as books, music, movies, and m...      8       3    -5
970   "Almost every city in the @LOCATION1 has a pub...      8       4    -4
1042  "Your @CAPS1     @CAPS2 are many things done a...      6       3    -3
188   "I do not think that any books should be taken...      8       3    -5
891   "My say would be no. becuse all that was histo...      2       1    -1
761   "Should certain books, movies, magazines, musi...      7       3    -4
55    "A library is a place to go when inneed of sol...      6       3    -3
685   "I think there should be censorship in librari...      4       2    -2
983   "The library is a public place. Everyone is al...      8       4    -4
3     "All authors write for a purpose, whether it b...      8       4    -4
580   "Books @CAPS1 @CAPS2 @CAPS3      @CAPS4 your i...      6       3    -3
456   "I think libraries shouldn't removed material ...      6       2    -4
645   "Should certain materials in libraries be remo...      8       3    -5
62    "Are you offended when you read a book and you...      8       3    -5
140   "The censorship in a library should be kept th...      7       3    -4
43    "'And then we have no books left on the shelf ...      6       4    -2
313   "WE ALL DON'T THINK OF ANYTHING WHEN YOUR CHIL...      4       2    -2
1005  "Censorship is just another way to take knowle...      8       3    -5
197   "'Can I read this?'  @CAPS1 a round the world ...      5       2    -3
647   "Library books offensive? The right to remove ...      6       3    -3
27    "I feel as we are letting kids these days do a...      6       3    -3
438   "There is a certain amount of responsibility w...      8       4    -4
476   "Many of us have been at the library once in o...      6       2    -4
832   Yes i believe that books should be removed if ...      5       2    -3
597   "Shut down libraries?     Yes, I do, because m...      6       2    -4
132   I think alot of books are good to read cause s...      3       1    -2
967   "Controversey and @CAPS1     'All of us can th...      8       3    -5
41    "I feel that they shouldnt be removed due to t...      4       2    -2
266   "I have read a few books that I dont approve o...      6       3    -3
519   "I belive that everyone has there own appioin ...      5       2    -3
700   "People in this common era have different appp...      8       3    -5
315   "If you found a movie that you really enjoyed ...      7       3    -4
727   "Why should we be more carefull of what we get...      7       2    -5
30    "Many people go to libraries; such as children...      8       4    -4
309   "I think that movies, and magazines should be ...      7       3    -4
477   "There are many materials in libraries that ar...      8       3    -5
666   "@CAPS1          @CAPS1 a day where there are ...      7       4    -3
24    "What do you want your child being exposed to?...      8       3    -5
851   "Libraries are great for multiple reasons. A l...      8       3    -5
667   "Libraries are filled with books, magazines, m...      8       4    -4
291   "Books,music,movies, and magazines that are in...      6       3    -3
35    "In libraries, there should not be censorship ...      8       4    -4
888   "In a library, should certain materials, such ...      7       3    -4
668   "The books, magazines, music, and movies shoul...      4       0    -4
439   "Censorship, thats a word that causes alot of ...      8       0    -8
960   "I think that no @CAPS1, Book, @CAPS2, or any ...      4       2    -2
680   "Should we censor the materials in libraries? ...      8       4    -4
933   "I am writing this essay to you to tell you. T...      4       1    -3
699   "Censorship in libraries is a great issue in t...      7       4    -3
447   "Libraries provide us with knowledge, entertai...      8       4    -4
413   "I believe that libraries should have more cen...      7       3    -4
849   "Removal of Books      If there is a book that...      6       3    -3
102   "Many people find certain books, music, or mag...      7       0    -7
565   "Do I believe that our libraries have some boo...      6       3    -3
790   "The Author should be the judge on whether or ...      6       2    -4
993   I think that the cencorship in libraries shoul...      6       2    -4
545   "Censorship is one of many important issues fa...      9       5    -4
21    "How would you feel if you were at your local ...      8       2    -6
155   "Well to begin my Persuasive @CAPS1. THATS @CA...      4       2    -2
198   "Would you remove a book from a shelf just bec...      6       2    -4
737   "Libraries are known as places where a person ...      6       4    -2
4     "Have you seen a magazine, book, movies, etc.,...      6       2    -4
550   "Human beings, like snowflakes, are very much ...      6       4    -2
371   "Do you want your nine year old @CAPS2 talking...      8       3    -5
897   "I think that none of the books should be remo...      5       3    -2
750   "I do not believe that books should be removed...      8       3    -5
210   "Books now an days have action, romases, and, ...      6       2    -4
301   "Censorship is very important, especially when...      7       3    -4
25    "yes because what if a @NUM1 year old could fi...      4       1    -3
947   "I believe books, music, movies, magazines, an...      7       2    -5
87    "One person's strong negative opinion effects ...      7       4    -3
450   "When it comes to censorship I believe that ve...      8       3    -5
1040  "Diffrent books are mean't for diffrent people...      6       2    -4
430   "libraries have tons...of books, cd's, movies,...      4       2    -2
534   "Libraries are often known for protecting our ...      7       3    -4
1068  "If I found a book that I thought was innaprop...      8       3    -5
163   "The question is, should we censor materials i...      6       3    -3
195   "Do I believe that certain materials , such as...      6       2    -4
949   "I dont think that they should remove music, m...      4       1    -3
402   "Censorship is one of the most broken laws in ...      8       4    -4
800   "I think that books, music, movies, and magazi...      8       3    -5
662   "Pornography, vulgar language, grotesque scene...      6       4    -2
1030  "As Katherine Paterson once said, 'All of us c...      8       4    -4
297   I think they should be taken off the shelves i...      4       1    -3
500   "I do not think books should be censored from ...      8       2    -6
528   "I believe that if something is found offense ...      6       2    -4
69    "Cooling the @CAPS1: @CAPS2 and @CAPS3 From Bo...     10       5    -5
768   "Some books are not suitable for kids. They co...      5       3    -2
82    "Should certain materials be removed from our ...      8       3    -5
404   "Our founding fathers creating amendments for ...      9       3    -6
239   "As a place used to gain knowledge and wisdom,...      7       4    -3
1025  "Do you believe in hiding books and movies tha...      7       2    -5
483   "Should offensive or graphic books be removed ...      8       3    -5
637   "I disagree with library censorship. Every per...      7       4    -3
272   "Censorship in libraries differ in certain are...      7       3    -4
204   "Magazines and Books     I am writing an essay...      6       2    -4
124   "Censorship in libraries is an inportant thing...      6       2    -4
20    "How would you feel if you wrote a story about...      8       4    -4
896   "No Censorship     Do you enjoy reading intere...      8       4    -4
952   "People of all ages have the right to read any...      8       3    -5
423   "There is a type of boundary that @MONTH1 rest...      7       3    -4
535   "Knowledge @CAPS1     @CAPS2 you ever remove s...      7       3    -4
352   Offensive things should be taken off for many ...      6       2    -4
1013  "Every we go there is censorship. Childrean he...      7       2    -5
1051  "Taking books off a shelf at libraries because...      7       3    -4
821   "Censorship is a law and it is commonly broken...      6       3    -3
878   "It has been brought to my attention by some m...      8       3    -5
5     "Personally I don't think libraries, movie sto...      6       0    -6
129   "Well today i am going to talk to you about ce...      5       2    -3
353   "What if some one found your favorite book off...      7       0    -7
286   "Censoring any type of media such as books, ma...      6       3    -3
530   "In todays world there are so meny movies and ...      6       3    -3
379   "I believe that all the books are meant to be ...      7       4    -3
215   "Readers of the @ORGANIZATION1,     Censorship...      7       4    -3
1046  "To @CAPS1 @ORGANIZATION1, my name is @CAPS2 I...      6       2    -4
251   "I do believe that certain materials should be...      7       3    -4
511   "How much hurt can someone take from a book, p...      7       3    -4
658   "Should materials that some people find offens...      8       3    -5
808   "I think they should'nt remove material from l...      7       2    -5
631   "Books, magazines, movies, and music are creat...      8       3    -5
689   "What is censorship? Many would say it's a boo...      7       3    -4
701   "What race are you? What religion are you? Wha...      6       4    -2
273   "Censorship has been around for awhile and a l...      6       3    -3
54    "Censorship in libraries is a very contraversi...      8       4    -4
482   "No, because people likes different books, mov...      3       2    -1
17    "In third grade, I took a book off the shelf o...      8       4    -4
265   "Censorship in libraries is something good to ...      6       3    -3
460   "Books are important in the life of human bein...      8       3    -5
307   "PARENTS @CAPS1                            @CA...      6       2    -4
428   "A very wise man in @CAPS1 life once said, 'Th...      8       3    -5
158   "There are many kinds of books, music, movies,...      6       3    -3
474   "'All of us can think of a book that we hope n...      6       2    -4
531   "Should we remove offensive items or materials...      5       3    -2
166   "I don't think they should publically exploit ...      6       3    -3
986   "Censorship for the future kids of america.   ...      6       2    -4
847   "In @DATE1's world there are so many things ar...      8       4    -4
214   I dont thank so due to the fact that most libr...      5       2    -3
178   "I believe that it is unnecessary to remove it...      7       3    -4
538   "Bad @CAPS1      @CAPS2 off yes, I do think th...      5       2    -3
141   "Have you ever been at the library and asked y...      9       3    -6
617   "We as @CAPS1 have the right to say what we wa...      6       3    -3
243   "I think other materials in libraries such as ...      6       3    -3
553   "No criteria such as books, @CAPS1's, magazine...      6       3    -3
152   "When you go to a library you think its going ...      6       2    -4
694   "We have all been to a library at some point i...      7       3    -4
372   "Libraries are our way of knowing what has hap...      8       4    -4
982   "No, the books and etc. should not be moved ,b...      6       3    -3
769   "Do you believe that certain materials in the ...      8       4    -4
924   "Coming from a teenager, @CAPS1 offensive book...      7       2    -5
378   "Many people are very stern about there though...      7       2    -5
992   "I am not in agreement because young children ...      3       1    -2
860   "To me that is not good to take some music or ...      4       1    -3
119   "If materials are offensive they should not be...      8       3    -5
1078  "I do believe that  book, magazines, music, mo...      7       3    -4
184   "Should materials that are offensive be taken ...      6       3    -3
780   "I think books, movies, music, and magazines t...      8       3    -5
889   "Almost everyone in this world reads. Many peo...      6       2    -4
605   I go to the libbrary every @DATE1 of every wee...      6       2    -4
95    I think that we should censor things our child...      2       2     0
729   "If you were offinded by a book in the library...      6       0    -6
1065  "I think that some books in the library some p...      7       2    -5
97    "Libraries, not many people like them, but mos...      6       2    -4
157   "I believe that some materials should not be o...      6       2    -4
695   "It seems today we attempt to censor everythin...      8       4    -4
981   "I think that @CAPS4 is fine if you take them ...      5       2    -3
1052  "Libraries are normally a safe quiet place for...      5       3    -2
650   "What do you go to the library for?  In earlie...      6       3    -3
1067  I think that no books should be taken away. I ...      4       2    -2
795   "Dear @CAPS1 @CAPS2,     I strongly agree that...      9       2    -7
908   "I do not believe there should be censorship i...      8       4    -4
168   "I do not believe that books that are consider...      6       3    -3
28    "Censorship in libraries should not be a big d...      7       3    -4
846   "Censorship in libraries is kind of a big deal...      8       3    -5
339   "Look it's a plane, it's a bird, it's a...harm...      8       3    -5
613   "To @CAPS1 it @DATE2 concern,     @CAPS2 in li...      9       4    -5
246   "I feel that censorship in libraries is not ne...      7       3    -4
508   "Books, music, movies, magazines, we've all ha...      9       4    -5
998   "Censorship in libraries? A yes or a No? I bel...      6       3    -3
923   "Somethings on the shelfs in books stores and ...      5       2    -3
976   I belive that there should be no censorship in...      4       2    -2
303   "Censorship in libraries should not be allowed...      7       3    -4
997   "What would you do if a woman walked into a li...      8       4    -4
1024  "To @CAPS1 @CAPS2 @MONTH1 @CAPS3:          Cen...      6       2    -4
466   "Censorship is a big part of a lot of things a...      5       3    -2
683   "How many of you out there absolutely love to ...      8       3    -5
412   "Books that are found offensive should not be ...      9       4    -5
1016  "I was asked the question 'Do you believe that...      7       3    -4
895   "Here in @LOCATION1, it is in our constitution...      7       4    -3
593   "Everyone in the world has different opinions....      8       3    -5
816   "I think they should remeove it if the publick...      7       2    -5
70    "New @CAPS1 in the @CAPS2 @CAPS3     Have you ...      7       3    -4
1075  "Censorship in libraries is when a librarian h...      7       3    -4
67    "How would you like to read or listen to somet...      5       4    -1
222   "Censorship in today's libraries is a major is...      8       4    -4
985   "The Author Katherine Paterson said, 'All of u...      6       3    -3
929   "To remove or not to remove     Should people ...      6       3    -3
964   "'The @CAPS1 in the @CAPS2', 'The @CAPS3 @CAPS...      7       3    -4
587   "I believe that certain materials should be re...      7       3    -4
1061  "I personally do not think that books or magaz...      6       3    -3
607   "Today's books in are libraries are sometimes ...      6       2    -4
116   "There should not be any style of censorship i...      8       3    -5
1018  "Hey my name is @PERSON1 and I have some thing...      7       3    -4
598   "These days there are many kinds of merdia in ...      6       2    -4
91    "No i do not think that books and other materi...      6       3    -3
1003  "Be a parent or responsible child  if you are ...      8       3    -5
903   "We all find things offensive, wether it be in...      6       3    -3
386   "They were talking about thinking of a book th...      6       2    -4
523   "Without books we all would not know what we k...      7       3    -4
470   "Do you believe everyone should have their on ...      6       3    -3
940   "I don't think that certain books or anything ...      6       2    -4
633   "Do you believe that books or any different ma...      5       2    -3
6     "Yes and no, some materials such as books, mus...      7       3    -4
969   "As a small child I remember my mom reading me...      7       3    -4
803   "The quote that Katherine Paterson declairs a ...      8       3    -5
1064  "I think that certain materials, such as books...      6       3    -3
238   "Would you censor the @CAPS1? i @CAPS2 i sure ...      5       2    -3
53    "Do I think materials, such as books, music, m...      5       2    -3
764   "Do you believe that certain materials, such a...      7       3    -4
999   "The content in todays materials are not alway...      8       3    -5
828   "Censorship. Sometimes it's needed, sometimes ...      7       3    -4
367   "Books, music, movies, magazines, etc. should ...      7       3    -4
507   "The belief of certain materials, such as book...      8       3    -5
221   "If we remove all books we think should't be o...      7       3    -4
437   "Have you ever got or check out a book or some...      5       3    -2
400   "The entertainment for children and adults con...      7       3    -4
977   "Personally in my opinion I have no problem wi...      6       3    -3
376   "I don't Believe in censorship of libraries. W...      6       2    -4
971   "In @LOCATION1, people like to do many dfferen...      7       3    -4
899   "Censorship in libraries is almost a primitve ...      8       4    -4
346   "'All of us can think of a book that we hope n...      9       4    -5
636   "Censoring @CAPS1     We all know that languag...      9       4    -5
174   "Libraries are stocked filled of all kind of r...      8       3    -5
723   "I think almost every movie might offend someo...      6       0    -6
909   "Kids today have a whole lot of options of boo...      6       3    -3
537   "Censorship in libraries should not be mandate...      7       3    -4
121   "There are plenty of books that people don't w...      7       3    -4
840   If you take any of these books off the shelves...      4       2    -2
751   "Dear @ORGANIZATION1,     I think that it is w...      6       3    -3
975   "Going to the library is always a struggle whe...      8       3    -5
51    "Do you believe that certain materials, such a...      6       2    -4
230   "Dear @ORGANIZATION1,     @CAPS1 I was growing...     10       4    -6
779   "Censorship is a topic that it strongly opinio...      7       3    -4
443   "Have you ever been in a library and thought t...      8       3    -5
786   "For many students it is hard to compose essay...      9       3    -6
106   "In today's world being a child isn'@CAPS1 the...      6       2    -4
883   "The library is a place for people to go and r...      8       3    -5


2025-06-21 05:41:43,455 - result - CRITICAL - ESSAY SET 3:

2025-06-21 05:41:44,368 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
839   "Each new feature of the setting in the essay ...      3       2    -1
848   "Do not Exceed posted speed limit, never accep...      2       1    -1
108   "In the essay “Do not Exceed Posted Speed Limi...      3       2    -1
461   "The features of the setting affect the cyclis...      3       2    -1
255   The features of the setting affect the cyclist...      1       1     0
15    "Setting can affect anyone and everyone, in th...      1       1     0
149   "The riders condition was rough, from flat lan...      1       1     0
778   When the cyclist went to ask about the road th...      1       1     0
574   "The features of the barren desert path make t...      3       3     0
133   "The setting that were affecting the cyclist w...      1       1     0
38    "The settings have a huge affect on the cyclis...      3       1    -2
1013  "The features of the setting effected the cycl...      1       1     0
143   "As he began his journey, he had full confiden...      2       2     0
871   "The features of the setting affect the cyclis...      2       1    -1
196   "In the essay “Do Not @CAPS1 Posted Speed Limi...      3       2    -1
37    The setting of the essay efects the cyclist be...      1       1     0
172   "Many features of the cyclist’s surroundings e...      1       1     0
928   "The feature of the setting affect the cyclist...      1       1     0
63    "In the story “Do Not Exceed Posted Speed Limi...      3       2    -1
203   "In the essay “Rough Road Ahead: Do Not Exceed...      2       2     0
909   The features of the setting affected the cycli...      1       1     0
44    "The features of the setting effected the cycl...      2       1    -1
787   "There were many features in the setting that ...      2       2     0
694   "The cyclist in the story is at first confiden...      3       2    -1
695   "The features of the setting affect the cyclis...      2       1    -1
511   "At first when he gets the directions from the...      3       2    -1
267   "The desert and the hills had a huge effect on...      1       2     1
727   "The features of the setting do affect the cyc...      0       1     1
671   "In the short story Rough Road ahead: Do Not E...      3       1    -2
42    In this I will tell you how the cyclist was be...      2       1    -1
532   "The dessert environment had huge effects on t...      2       2     0
188   "The setting in the essay “Rough Road ahead; D...      2       2     0
366   "In 'Rough @CAPS1 Ahead' the features of the s...      2       2     0
903   "In the essay “Rough Road Ahead, Do Not Exceed...      1       1     0
1020  "In the essay by Joe Kurmaskie many obstacles ...      2       2     0
187   "Poor directions heat, and lack of water affec...      3       2    -1
207   The features of the setting is that it is hot ...      2       2     0
1030  "In the essay, “Rough Road A head Do Not Excee...      3       2    -1
1027  "Different features of the settings affect the...      1       2     1
380   "If I had a choice to ride a bike in Californi...      1       2     1
352   The features of the setting affect the cyclist...      1       2     1
103   "The features in the setting of this story aff...      1       1     0
933   "The features of the setting affect the cyclis...      2       1    -1
981   "The features of the setting affected the cycl...      1       2     1
656   The features of the setting affected the cycli...      1       1     0
919   The setting affects the rider because it is ve...      1       1     0
450   "The features of the setting including vast em...      3       2    -1
300   "THE FEATURES OF THE SETTING AFFECT THE CYCLIS...      3       1    -2
297   "The setting of the cyclist clearly influences...      3       2    -1
579   The features of the setting affect the cyclist...      1       1     0
866   "In my opinion the features of the selling aff...      1       1     0
833   "The features of a setting can affect the cycl...      1       1     0
342   It give him a hard time so he learn a lot of t...      0       1     1
731   "The features of the setting in, “Rough Road A...      3       2    -1
77    "In the article “Do not exceed the posted spee...      3       2    -1
398   "In the essay “Do not exceed posted spedd limi...      1       2     1
675   "In the essay “Rough Road Ahead: Do Not Exceed...      2       2     0
729   "On that long bike ride the cyclist was affect...      3       2    -1
788   The features of the setting affected the cycal...      1       1     0
413   The features of the setting affect the cyclist...      1       1     0
314   "The features of the setting affect the cyclis...      2       1    -1
814   "The features of the setting gradually contrib...      3       2    -1
383   "In the essay “Rough Road Ahead” the setting g...      2       1    -1
279   "The features of the setting affect the cyclis...      1       1     0
571   "After sometime into his trip he mentioned “I ...      1       1     0
424   "In the story, the setting greatly affects the...      2       2     0
509   "In the story, ""Rough Road Ahead: Do not Exce...      2       2     0
592   In the essay “Do Not Exceed posted Speed Limit...      1       1     0
530   "The features of the setting affect the cyclis...      2       2     0
183   "I think the features in the setting of the st...      3       1    -2
68    "The setting effects the cyclist because he is...      3       2    -1
100   The features of the setting affect the cyclist...      1       1     0
537   "At First the narrator in Do not Exceed  Poste...      3       2    -1
912   "When the bicyclist was trying to find Yosemit...      2       1    -1
486   "Many features of the carlifonian desert influ...      3       1    -2
865   "In the essay “Rough Road Ahead: Do Not Exceed...      2       2     0
482   "In the short story Do Not Exceed Posted Speed...      3       2    -1
589   "The cyclist in “Do Not Exceed Posted Speed Li...      3       2    -1
114   "The features of the setting affect the cyclis...      2       2     0
882   The features of the setting strongly affect th...      1       1     0
503   "The setting of where the cyclist was, was a c...      1       1     0
340   The terrain setting effect the cyclist in many...      1       1     0
500   "From what there is in this  picture the cycli...      1       1     0
147   The setting effects the cyclist very much. By ...      2       1    -1
605   "In the essay, “Rough Road Ahead: Do Not Excee...      3       2    -1
531   "In the story the setting plays a big role in ...      2       1    -1
332   The features for the cyclist in rough road ahe...      3       1    -2
93    "The settings in the story affected the cyclis...      2       1    -1
658   "The feature of the setting affected the cycli...      2       1    -1
769   "The features of the setting affected the cycl...      1       1     0
213   "The feature of the setting affected the cycli...      1       1     0
302   Some of the features of the setting that affec...      2       2     0
291   The rider was affected by two men giving him w...      1       1     0
430   "The features of the setting affect the cyclis...      2       2     0
683   "The features of the setting would have affect...      3       1    -2
631   "During this bikers adventure heat and lack of...      2       2     0
629   "The features of the setting have affected the...      1       1     0
836   I think that the setting made him find more co...      1       1     0
601   The features of the setting affect the cyclist...      1       1     0
617   "The features of the setting stronger, effect ...      3       1    -2
507   "In this @ORGANIZATION1 I will explain how the...      1       1     0
364   "In the story “Do Not Exceed Posted Speed Limi...      1       1     0
995   "The setting in this short story cause the cyc...      2       2     0
209   "The features of the setting affected the cycl...      2       2     0
805   "Through most the story, the features of the s...      2       1    -1
282   "The features of the setting affect the cyclis...      1       1     0
266   The setting affects the cyclist very strongly....      1       2     1
639   "The features of the land affect the cyclist i...      1       2     1
1006  "According to the essay features of the settin...      3       2    -1
142   "That explains how the features of the setting...      0       0     0
704   "The features of the setting effected the cycl...      2       2     0
264   "The features of the setting have a very negat...      3       2    -1
162   "The setting acts as a catylist in this story....      3       1    -2
236   "The cyclist in the story rough road ahead Do ...      2       1    -1
642   "The features of the setting really affected t...      3       2    -1
